Geolocation,Major Occupation,Year,Period,Sex,Employed Persons
CAR,Skilled Agricultural Forestry and Fishery Workers,2019,February,Male,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2019,February,Female,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2019,March,Both Sexes,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2019,March,Male,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2019,March,Female,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2019,May,Both Sexes,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2019,May,Male,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2019,May,Female,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2019,June,Both Sexes,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2019,June,Male,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2019,June,Female,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2019,August,Both Sexes,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2019,August,Male,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2019,August,Female,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2019,September,Both Sexes,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2019,September,Male,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2019,September,Female,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2019,November,Both Sexes,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2019,November,Male,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2019,November,Female,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2019,December,Both Sexes,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2019,December,Male,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2019,December,Female,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2020,January,Both Sexes,187.898
CAR,Skilled Agricultural Forestry and Fishery Workers,2020,January,Male,152.658
CAR,Skilled Agricultural Forestry and Fishery Workers,2020,January,Female,35.240
CAR,Skilled Agricultural Forestry and Fishery Workers,2020,April,Both Sexes,164.261
CAR,Skilled Agricultural Forestry and Fishery Workers,2020,April,Male,135.860
CAR,Skilled Agricultural Forestry and Fishery Workers,2020,April,Female,28.401
CAR,Skilled Agricultural Forestry and Fishery Workers,2020,July,Both Sexes,178.652
CAR,Skilled Agricultural Forestry and Fishery Workers,2020,July,Male,147.872
CAR,Skilled Agricultural Forestry and Fishery Workers,2020,July,Female,30.780
CAR,Skilled Agricultural Forestry and Fishery Workers,2020,October,Both Sexes,164.363
CAR,Skilled Agricultural Forestry and Fishery Workers,2020,October,Male,130.435
CAR,Skilled Agricultural Forestry and Fishery Workers,2020,October,Female,33.928
CAR,Skilled Agricultural Forestry and Fishery Workers,2020,Annual,Both Sexes,173.794
CAR,Skilled Agricultural Forestry and Fishery Workers,2020,Annual,Male,141.706
CAR,Skilled Agricultural Forestry and Fishery Workers,2020,Annual,Female,32.087
CAR,Skilled Agricultural Forestry and Fishery Workers,2020,February,Both Sexes,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2020,February,Male,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2020,February,Female,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2020,March,Both Sexes,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2020,March,Male,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2020,March,Female,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2020,May,Both Sexes,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2020,May,Male,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2020,May,Female,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2020,June,Both Sexes,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2020,June,Male,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2020,June,Female,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2020,August,Both Sexes,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2020,August,Male,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2020,August,Female,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2020,September,Both Sexes,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2020,September,Male,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2020,September,Female,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2020,November,Both Sexes,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2020,November,Male,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2020,November,Female,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2020,December,Both Sexes,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2020,December,Male,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2020,December,Female,..
CAR,Skilled Agricultural Forestry and Fishery Workers,2021,January,Both Sexes,175.696
CAR,Skilled Agricultural Forestry and Fishery Workers,2021,January,Male,134.963
CAR,Skilled Agricultural Forestry and Fishery Workers,2021,January,Female,3.394
CAR,Skilled Agricultural Forestry and Fishery Workers,2021,April,Both Sexes,187.940
CAR,Skilled Agricultural Forestry and Fishery Workers,2021,April,Male,147.996
CAR,Skilled Agricultural Forestry and Fishery Workers,2021,April,Female,39.945
CAR,Skilled Agricultural Forestry and Fishery Workers,2021,July,Both Sexes,161.963
CAR,Skilled Agricultural Forestry and Fishery Workers,2021,July,Male,124.325
CAR,Skilled Agricultural Forestry and Fishery Workers,2021,July,Female,37.638
CAR,Skilled Agricultural Forestry and Fishery Workers,2021,October,Both Sexes,207.566
CAR,Skilled Agricultural Forestry and Fishery Workers,2021,October,Male,157.567
CAR,Skilled Agricultural Forestry and Fishery Workers,2021,October,Female,50.000
CAR,Skilled Agricultural Forestry and Fishery Workers,2021,Annual,Both Sexes,181.577
CAR,Skilled Agricultural Forestry and Fishery Workers,2021,Annual,Male,141.589
CAR,Skilled Agricultural Forestry and Fishery Workers,2021,Annual,Female,39.988
CAR,Skilled Agricultural Forestry and Fishery Workers,2021,February,Both Sexes,171.103
CAR,Skilled Agricultural Forestry and Fishery Workers,2021,February,Male,134.128
CAR,Skilled Agricultural Forestry and Fishery Workers,2021,February,Female,36.975
CAR,Skilled Agricultural Forestry and Fishery Workers,2021,March,Both Sexes,162.867
CAR,Skilled Agricultural Forestry and Fishery Workers,2021,March,Male,126.511
CAR,Skilled Agricultural Forestry and Fishery Workers,2021,March,Female,36.356
CAR,Skilled Agricultural Forestry and Fishery Workers,2021,May,Both Sexes,224.495
CAR,Skilled Agricultural Forestry and Fishery Workers,2021,May,Male,167.615
CAR,Skilled Agricultural Forestry and Fishery Workers,2021,May,Female,56.881
CAR,Skilled Agricultural Forestry and Fishery Workers,2021,June,Both Sexes,187.119
CAR,Skilled Agricultural Forestry and Fishery Workers,2021,June,Male,144.722
CAR,Skilled Agricultural Forestry and Fishery Workers,2021,June,Female,42.397
CAR,Skilled Agricultural Forestry and Fishery Workers,2021,August,Both Sexes,153.596
CAR,Skilled Agricultural Forestry and Fishery Workers,2021,August,Male,123.074
CAR,Skilled Agricultural Forestry and Fishery Workers,2021,August,Female,30.522
CAR,Skilled Agricultural Forestry and Fishery Workers,2021,September,Both Sexes,191.880
CAR,Skilled Agricultural Forestry and Fishery Workers,2021,September,Male,162.015
CAR,Skilled Agricultural Forestry and Fishery Workers,2021,September,Female,29.866
CAR,Skilled Agricultural Forestry and Fishery Workers,2021,November,Both Sexes,173.189
CAR,Skilled Agricultural Forestry and Fishery Workers,2021,November,Male,145.817
CAR,Skilled Agricultural Forestry and Fishery Workers,2021,November,Female,27.372
CAR,Skilled Agricultural Forestry and Fishery Workers,2021,December,Both Sexes,181.509
CAR,Skilled Agricultural Forestry and Fishery Workers,2021,December,Male,130.336
CAR,Skilled Agricultural Forestry and Fishery Workers,2021,December,Female,51.173
CAR,Craft and Related Trades Workers,2018,January,Both Sexes,32.740
CAR,Craft and Related Trades Workers,2018,January,Male,29.698
CAR,Craft and Related Trades Workers,2018,January,Female,3.042
CAR,Craft and Related Trades Workers,2018,April,Both Sexes,37.657
CAR,Craft and Related Trades Workers,2018,April,Male,35.224
CAR,Craft and Related Trades Workers,2018,April,Female,2.433
CAR,Craft and Related Trades Workers,2018,July,Both Sexes,34.662
CAR,Craft and Related Trades Workers,2018,July,Male,33.146
CAR,Craft and Related Trades Workers,2018,July,Female,1.516
CAR,Craft and Related Trades Workers,2018,October,Both Sexes,35.428
CAR,Craft and Related Trades Workers,2018,October,Male,32.531
CAR,Craft and Related Trades Workers,2018,October,Female,2.897
CAR,Craft and Related Trades Workers,2018,Annual,Both Sexes,35.122
CAR,Craft and Related Trades Workers,2018,Annual,Male,32.650
CAR,Craft and Related Trades Workers,2018,Annual,Female,2.472
CAR,Craft and Related Trades Workers,2018,February,Both Sexes,..
CAR,Craft and Related Trades Workers,2018,February,Male,..
CAR,Craft and Related Trades Workers,2018,February,Female,..
CAR,Craft and Related Trades Workers,2018,March,Both Sexes,..
CAR,Craft and Related Trades Workers,2018,March,Male,..
CAR,Craft and Related Trades Workers,2018,March,Female,..
CAR,Craft and Related Trades Workers,2018,May,Both Sexes,..
CAR,Craft and Related Trades Workers,2018,May,Male,..
CAR,Craft and Related Trades Workers,2018,May,Female,..
CAR,Craft and Related Trades Workers,2018,June,Both Sexes,..
CAR,Craft and Related Trades Workers,2018,June,Male,..
CAR,Craft and Related Trades Workers,2018,June,Female,..
CAR,Craft and Related Trades Workers,2018,August,Both Sexes,..
CAR,Craft and Related Trades Workers,2018,August,Male,..
CAR,Craft and Related Trades Workers,2018,August,Female,..
CAR,Craft and Related Trades Workers,2018,September,Both Sexes,..
CAR,Craft and Related Trades Workers,2018,September,Male,..
CAR,Craft and Related Trades Workers,2018,September,Female,..
CAR,Craft and Related Trades Workers,2018,November,Both Sexes,..
CAR,Craft and Related Trades Workers,2018,November,Male,..
CAR,Craft and Related Trades Workers,2018,November,Female,..
CAR,Craft and Related Trades Workers,2018,December,Both Sexes,..
CAR,Craft and Related Trades Workers,2018,December,Male,..
CAR,Craft and Related Trades Workers,2018,December,Female,..
CAR,Craft and Related Trades Workers,2019,January,Both Sexes,38.769
CAR,Craft and Related Trades Workers,2019,January,Male,36.200
CAR,Craft and Related Trades Workers,2019,January,Female,2.569
CAR,Craft and Related Trades Workers,2019,April,Both Sexes,32.193
CAR,Craft and Related Trades Workers,2019,April,Male,28.848
CAR,Craft and Related Trades Workers,2019,April,Female,3.345
CAR,Craft and Related Trades Workers,2019,July,Both Sexes,40.952
CAR,Craft and Related Trades Workers,2019,July,Male,38.865
CAR,Craft and Related Trades Workers,2019,July,Female,2.087
CAR,Craft and Related Trades Workers,2019,October,Both Sexes,29.215
CAR,Craft and Related Trades Workers,2019,October,Male,25.004
CAR,Craft and Related Trades Workers,2019,October,Female,4.210
CAR,Craft and Related Trades Workers,2019,Annual,Both Sexes,35.282
CAR,Craft and Related Trades Workers,2019,Annual,Male,32.229
CAR,Craft and Related Trades Workers,2019,Annual,Female,3.053
CAR,Craft and Related Trades Workers,2019,February,Both Sexes,..
CAR,Craft and Related Trades Workers,2019,February,Male,..
CAR,Craft and Related Trades Workers,2019,February,Female,..
CAR,Craft and Related Trades Workers,2019,March,Both Sexes,..
CAR,Craft and Related Trades Workers,2019,March,Male,..
CAR,Craft and Related Trades Workers,2019,March,Female,..
CAR,Craft and Related Trades Workers,2019,May,Both Sexes,..
CAR,Craft and Related Trades Workers,2019,May,Male,..
CAR,Craft and Related Trades Workers,2019,May,Female,..
CAR,Craft and Related Trades Workers,2019,June,Both Sexes,..
CAR,Craft and Related Trades Workers,2019,June,Male,..
CAR,Craft and Related Trades Workers,2019,June,Female,..
CAR,Craft and Related Trades Workers,2019,August,Both Sexes,..
CAR,Craft and Related Trades Workers,2019,August,Male,..
CAR,Craft and Related Trades Workers,2019,August,Female,..
CAR,Craft and Related Trades Workers,2019,September,Both Sexes,..
CAR,Craft and Related Trades Workers,2019,September,Male,..
CAR,Craft and Related Trades Workers,2019,September,Female,..
CAR,Craft and Related Trades Workers,2019,November,Both Sexes,..
CAR,Craft and Related Trades Workers,2019,November,Male,..
CAR,Craft and Related Trades Workers,2019,November,Female,..
CAR,Craft and Related Trades Workers,2019,December,Both Sexes,..
CAR,Craft and Related Trades Workers,2019,December,Male,..
CAR,Craft and Related Trades Workers,2019,December,Female,..
CAR,Craft and Related Trades Workers,2020,January,Both Sexes,25.558
CAR,Craft and Related Trades Workers,2020,January,Male,23.156
CAR,Craft and Related Trades Workers,2020,January,Female,2.402
CAR,Craft and Related Trades Workers,2020,April,Both Sexes,9.979
CAR,Craft and Related Trades Workers,2020,April,Male,8.464
CAR,Craft and Related Trades Workers,2020,April,Female,1.515
CAR,Craft and Related Trades Workers,2020,July,Both Sexes,41.935
CAR,Craft and Related Trades Workers,2020,July,Male,37.133
CAR,Craft and Related Trades Workers,2020,July,Female,4.803
CAR,Craft and Related Trades Workers,2020,October,Both Sexes,38.064
CAR,Craft and Related Trades Workers,2020,October,Male,36.496
CAR,Craft and Related Trades Workers,2020,October,Female,1.569
CAR,Craft and Related Trades Workers,2020,Annual,Both Sexes,28.884
CAR,Craft and Related Trades Workers,2020,Annual,Male,26.312
CAR,Craft and Related Trades Workers,2020,Annual,Female,2.572
CAR,Craft and Related Trades Workers,2020,February,Both Sexes,..
CAR,Craft and Related Trades Workers,2020,February,Male,..
CAR,Craft and Related Trades Workers,2020,February,Female,..
CAR,Craft and Related Trades Workers,2020,March,Both Sexes,..
CAR,Craft and Related Trades Workers,2020,March,Male,..
CAR,Craft and Related Trades Workers,2020,March,Female,..
CAR,Craft and Related Trades Workers,2020,May,Both Sexes,..
CAR,Craft and Related Trades Workers,2020,May,Male,..
CAR,Craft and Related Trades Workers,2020,May,Female,..
CAR,Craft and Related Trades Workers,2020,June,Both Sexes,..
CAR,Craft and Related Trades Workers,2020,June,Male,..
CAR,Craft and Related Trades Workers,2020,June,Female,..
CAR,Craft and Related Trades Workers,2020,August,Both Sexes,..
CAR,Craft and Related Trades Workers,2020,August,Male,..
CAR,Craft and Related Trades Workers,2020,August,Female,..
CAR,Craft and Related Trades Workers,2020,September,Both Sexes,..
CAR,Craft and Related Trades Workers,2020,September,Male,..
CAR,Craft and Related Trades Workers,2020,September,Female,..
CAR,Craft and Related Trades Workers,2020,November,Both Sexes,..
CAR,Craft and Related Trades Workers,2020,November,Male,..
CAR,Craft and Related Trades Workers,2020,November,Female,..
CAR,Craft and Related Trades Workers,2020,December,Both Sexes,..
CAR,Craft and Related Trades Workers,2020,December,Male,..
CAR,Craft and Related Trades Workers,2020,December,Female,..
CAR,Craft and Related Trades Workers,2021,January,Both Sexes,35.867
CAR,Craft and Related Trades Workers,2021,January,Male,32.288
CAR,Craft and Related Trades Workers,2021,January,Female,0.298
CAR,Craft and Related Trades Workers,2021,April,Both Sexes,33.221
CAR,Craft and Related Trades Workers,2021,April,Male,29.380
CAR,Craft and Related Trades Workers,2021,April,Female,3.841
CAR,Craft and Related Trades Workers,2021,July,Both Sexes,40.094
CAR,Craft and Related Trades Workers,2021,July,Male,35.593
CAR,Craft and Related Trades Workers,2021,July,Female,4.501
CAR,Craft and Related Trades Workers,2021,October,Both Sexes,34.592
CAR,Craft and Related Trades Workers,2021,October,Male,30.404
CAR,Craft and Related Trades Workers,2021,October,Female,4.188
CAR,Craft and Related Trades Workers,2021,Annual,Both Sexes,34.678
CAR,Craft and Related Trades Workers,2021,Annual,Male,31.443
CAR,Craft and Related Trades Workers,2021,Annual,Female,3.236
CAR,Craft and Related Trades Workers,2021,February,Both Sexes,38.132
CAR,Craft and Related Trades Workers,2021,February,Male,35.739
CAR,Craft and Related Trades Workers,2021,February,Female,2.394
CAR,Craft and Related Trades Workers,2021,March,Both Sexes,38.840
CAR,Craft and Related Trades Workers,2021,March,Male,35.402
CAR,Craft and Related Trades Workers,2021,March,Female,3.438
CAR,Craft and Related Trades Workers,2021,May,Both Sexes,31.743
CAR,Craft and Related Trades Workers,2021,May,Male,26.528
CAR,Craft and Related Trades Workers,2021,May,Female,5.215
CAR,Craft and Related Trades Workers,2021,June,Both Sexes,35.883
CAR,Craft and Related Trades Workers,2021,June,Male,32.665
CAR,Craft and Related Trades Workers,2021,June,Female,3.219
CAR,Craft and Related Trades Workers,2021,August,Both Sexes,37.627
CAR,Craft and Related Trades Workers,2021,August,Male,33.347
CAR,Craft and Related Trades Workers,2021,August,Female,4.279
CAR,Craft and Related Trades Workers,2021,September,Both Sexes,29.917
CAR,Craft and Related Trades Workers,2021,September,Male,27.275
CAR,Craft and Related Trades Workers,2021,September,Female,2.642
CAR,Craft and Related Trades Workers,2021,November,Both Sexes,32.350
CAR,Craft and Related Trades Workers,2021,November,Male,31.625
CAR,Craft and Related Trades Workers,2021,November,Female,0.725
CAR,Craft and Related Trades Workers,2021,December,Both Sexes,27.876
CAR,Craft and Related Trades Workers,2021,December,Male,27.067
CAR,Craft and Related Trades Workers,2021,December,Female,0.809
CAR,Plant and Machine Operators and Assemblers,2018,January,Both Sexes,34.951
CAR,Plant and Machine Operators and Assemblers,2018,January,Male,33.045
CAR,Plant and Machine Operators and Assemblers,2018,January,Female,1.907
CAR,Plant and Machine Operators and Assemblers,2018,April,Both Sexes,38.121
CAR,Plant and Machine Operators and Assemblers,2018,April,Male,33.541
CAR,Plant and Machine Operators and Assemblers,2018,April,Female,4.580
CAR,Plant and Machine Operators and Assemblers,2018,July,Both Sexes,38.614
CAR,Plant and Machine Operators and Assemblers,2018,July,Male,37.335
CAR,Plant and Machine Operators and Assemblers,2018,July,Female,1.280
CAR,Plant and Machine Operators and Assemblers,2018,October,Both Sexes,34.209
CAR,Plant and Machine Operators and Assemblers,2018,October,Male,32.795
CAR,Plant and Machine Operators and Assemblers,2018,October,Female,1.414
CAR,Plant and Machine Operators and Assemblers,2018,Annual,Both Sexes,36.474
CAR,Plant and Machine Operators and Assemblers,2018,Annual,Male,34.179
CAR,Plant and Machine Operators and Assemblers,2018,Annual,Female,2.295
CAR,Plant and Machine Operators and Assemblers,2018,February,Both Sexes,..
CAR,Plant and Machine Operators and Assemblers,2018,February,Male,..
CAR,Plant and Machine Operators and Assemblers,2018,February,Female,..
CAR,Plant and Machine Operators and Assemblers,2018,March,Both Sexes,..
CAR,Plant and Machine Operators and Assemblers,2018,March,Male,..
CAR,Plant and Machine Operators and Assemblers,2018,March,Female,..
CAR,Plant and Machine Operators and Assemblers,2018,May,Both Sexes,..
CAR,Plant and Machine Operators and Assemblers,2018,May,Male,..
CAR,Plant and Machine Operators and Assemblers,2018,May,Female,..
CAR,Plant and Machine Operators and Assemblers,2018,June,Both Sexes,..
CAR,Plant and Machine Operators and Assemblers,2018,June,Male,..
CAR,Plant and Machine Operators and Assemblers,2018,June,Female,..
CAR,Plant and Machine Operators and Assemblers,2018,August,Both Sexes,..
CAR,Plant and Machine Operators and Assemblers,2018,August,Male,..
CAR,Plant and Machine Operators and Assemblers,2018,August,Female,..
CAR,Plant and Machine Operators and Assemblers,2018,September,Both Sexes,..
CAR,Plant and Machine Operators and Assemblers,2018,September,Male,..
CAR,Plant and Machine Operators and Assemblers,2018,September,Female,..
CAR,Plant and Machine Operators and Assemblers,2018,November,Both Sexes,..
CAR,Plant and Machine Operators and Assemblers,2018,November,Male,..
CAR,Plant and Machine Operators and Assemblers,2018,November,Female,..
CAR,Plant and Machine Operators and Assemblers,2018,December,Both Sexes,..
CAR,Plant and Machine Operators and Assemblers,2018,December,Male,..
CAR,Plant and Machine Operators and Assemblers,2018,December,Female,..
CAR,Plant and Machine Operators and Assemblers,2019,January,Both Sexes,29.346
CAR,Plant and Machine Operators and Assemblers,2019,January,Male,26.923
CAR,Plant and Machine Operators and Assemblers,2019,January,Female,2.423
CAR,Plant and Machine Operators and Assemblers,2019,April,Both Sexes,27.770
CAR,Plant and Machine Operators and Assemblers,2019,April,Male,25.105
CAR,Plant and Machine Operators and Assemblers,2019,April,Female,2.665
CAR,Plant and Machine Operators and Assemblers,2019,July,Both Sexes,32.889
CAR,Plant and Machine Operators and Assemblers,2019,July,Male,31.315
CAR,Plant and Machine Operators and Assemblers,2019,July,Female,1.574
CAR,Plant and Machine Operators and Assemblers,2019,October,Both Sexes,32.751
CAR,Plant and Machine Operators and Assemblers,2019,October,Male,31.685
CAR,Plant and Machine Operators and Assemblers,2019,October,Female,1.066
CAR,Plant and Machine Operators and Assemblers,2019,Annual,Both Sexes,30.689
CAR,Plant and Machine Operators and Assemblers,2019,Annual,Male,28.757
CAR,Plant and Machine Operators and Assemblers,2019,Annual,Female,1.932
CAR,Plant and Machine Operators and Assemblers,2019,February,Both Sexes,..
CAR,Plant and Machine Operators and Assemblers,2019,February,Male,..
CAR,Plant and Machine Operators and Assemblers,2019,February,Female,..
CAR,Plant and Machine Operators and Assemblers,2019,March,Both Sexes,..
CAR,Plant and Machine Operators and Assemblers,2019,March,Male,..
CAR,Plant and Machine Operators and Assemblers,2019,March,Female,..
CAR,Plant and Machine Operators and Assemblers,2019,May,Both Sexes,..
CAR,Plant and Machine Operators and Assemblers,2019,May,Male,..
CAR,Plant and Machine Operators and Assemblers,2019,May,Female,..
CAR,Plant and Machine Operators and Assemblers,2019,June,Both Sexes,..
CAR,Plant and Machine Operators and Assemblers,2019,June,Male,..
CAR,Plant and Machine Operators and Assemblers,2019,June,Female,..
CAR,Plant and Machine Operators and Assemblers,2019,August,Both Sexes,..
CAR,Plant and Machine Operators and Assemblers,2019,August,Male,..
CAR,Plant and Machine Operators and Assemblers,2019,August,Female,..
CAR,Plant and Machine Operators and Assemblers,2019,September,Both Sexes,..
CAR,Plant and Machine Operators and Assemblers,2019,September,Male,..
CAR,Plant and Machine Operators and Assemblers,2019,September,Female,..
CAR,Plant and Machine Operators and Assemblers,2019,November,Both Sexes,..
CAR,Plant and Machine Operators and Assemblers,2019,November,Male,..
CAR,Plant and Machine Operators and Assemblers,2019,November,Female,..
CAR,Plant and Machine Operators and Assemblers,2019,December,Both Sexes,..
CAR,Plant and Machine Operators and Assemblers,2019,December,Male,..
CAR,Plant and Machine Operators and Assemblers,2019,December,Female,..
CAR,Plant and Machine Operators and Assemblers,2020,January,Both Sexes,36.947
CAR,Plant and Machine Operators and Assemblers,2020,January,Male,34.493
CAR,Plant and Machine Operators and Assemblers,2020,January,Female,2.453
CAR,Plant and Machine Operators and Assemblers,2020,April,Both Sexes,19.998
CAR,Plant and Machine Operators and Assemblers,2020,April,Male,18.267
CAR,Plant and Machine Operators and Assemblers,2020,April,Female,1.731
CAR,Plant and Machine Operators and Assemblers,2020,July,Both Sexes,37.970
CAR,Plant and Machine Operators and Assemblers,2020,July,Male,36.066
CAR,Plant and Machine Operators and Assemblers,2020,July,Female,1.905
CAR,Plant and Machine Operators and Assemblers,2020,October,Both Sexes,31.610
CAR,Plant and Machine Operators and Assemblers,2020,October,Male,30.919
CAR,Plant and Machine Operators and Assemblers,2020,October,Female,0.691
CAR,Plant and Machine Operators and Assemblers,2020,Annual,Both Sexes,31.631
CAR,Plant and Machine Operators and Assemblers,2020,Annual,Male,29.936
CAR,Plant and Machine Operators and Assemblers,2020,Annual,Female,1.695
CAR,Plant and Machine Operators and Assemblers,2020,February,Both Sexes,..
CAR,Plant and Machine Operators and Assemblers,2020,February,Male,..
CAR,Plant and Machine Operators and Assemblers,2020,February,Female,..
CAR,Plant and Machine Operators and Assemblers,2020,March,Both Sexes,..
CAR,Plant and Machine Operators and Assemblers,2020,March,Male,..
CAR,Plant and Machine Operators and Assemblers,2020,March,Female,..
CAR,Plant and Machine Operators and Assemblers,2020,May,Both Sexes,..
CAR,Plant and Machine Operators and Assemblers,2020,May,Male,..
CAR,Plant and Machine Operators and Assemblers,2020,May,Female,..
CAR,Plant and Machine Operators and Assemblers,2020,June,Both Sexes,..
CAR,Plant and Machine Operators and Assemblers,2020,June,Male,..
CAR,Plant and Machine Operators and Assemblers,2020,June,Female,..
CAR,Plant and Machine Operators and Assemblers,2020,August,Both Sexes,..
CAR,Plant and Machine Operators and Assemblers,2020,August,Male,..
CAR,Plant and Machine Operators and Assemblers,2020,August,Female,..
CAR,Plant and Machine Operators and Assemblers,2020,September,Both Sexes,..
CAR,Plant and Machine Operators and Assemblers,2020,September,Male,..
CAR,Plant and Machine Operators and Assemblers,2020,September,Female,..
CAR,Plant and Machine Operators and Assemblers,2020,November,Both Sexes,..
CAR,Plant and Machine Operators and Assemblers,2020,November,Male,..
CAR,Plant and Machine Operators and Assemblers,2020,November,Female,..
CAR,Plant and Machine Operators and Assemblers,2020,December,Both Sexes,..
CAR,Plant and Machine Operators and Assemblers,2020,December,Male,..
CAR,Plant and Machine Operators and Assemblers,2020,December,Female,..
CAR,Plant and Machine Operators and Assemblers,2021,January,Both Sexes,28.498
CAR,Plant and Machine Operators and Assemblers,2021,January,Male,26.618
CAR,Plant and Machine Operators and Assemblers,2021,January,Female,0.157
CAR,Plant and Machine Operators and Assemblers,2021,April,Both Sexes,32.386
CAR,Plant and Machine Operators and Assemblers,2021,April,Male,30.244
CAR,Plant and Machine Operators and Assemblers,2021,April,Female,2.143
CAR,Plant and Machine Operators and Assemblers,2021,July,Both Sexes,36.636
CAR,Plant and Machine Operators and Assemblers,2021,July,Male,34.569
CAR,Plant and Machine Operators and Assemblers,2021,July,Female,2.068
CAR,Plant and Machine Operators and Assemblers,2021,October,Both Sexes,30.083
CAR,Plant and Machine Operators and Assemblers,2021,October,Male,29.025
CAR,Plant and Machine Operators and Assemblers,2021,October,Female,1.058
CAR,Plant and Machine Operators and Assemblers,2021,Annual,Both Sexes,32.435
CAR,Plant and Machine Operators and Assemblers,2021,Annual,Male,31.203
CAR,Plant and Machine Operators and Assemblers,2021,Annual,Female,1.232
CAR,Plant and Machine Operators and Assemblers,2021,February,Both Sexes,37.675
CAR,Plant and Machine Operators and Assemblers,2021,February,Male,36.881
CAR,Plant and Machine Operators and Assemblers,2021,February,Female,0.794
CAR,Plant and Machine Operators and Assemblers,2021,March,Both Sexes,26.482
CAR,Plant and Machine Operators and Assemblers,2021,March,Male,25.175
CAR,Plant and Machine Operators and Assemblers,2021,March,Female,1.307
CAR,Plant and Machine Operators and Assemblers,2021,May,Both Sexes,30.103
CAR,Plant and Machine Operators and Assemblers,2021,May,Male,30.103
CAR,Plant and Machine Operators and Assemblers,2021,May,Female,0.000
CAR,Plant and Machine Operators and Assemblers,2021,June,Both Sexes,28.614
CAR,Plant and Machine Operators and Assemblers,2021,June,Male,27.786
CAR,Plant and Machine Operators and Assemblers,2021,June,Female,0.828
CAR,Plant and Machine Operators and Assemblers,2021,August,Both Sexes,53.678
CAR,Plant and Machine Operators and Assemblers,2021,August,Male,53.678
CAR,Plant and Machine Operators and Assemblers,2021,August,Female,0.000
CAR,Plant and Machine Operators and Assemblers,2021,September,Both Sexes,26.318
CAR,Plant and Machine Operators and Assemblers,2021,September,Male,23.291
CAR,Plant and Machine Operators and Assemblers,2021,September,Female,3.027
CAR,Plant and Machine Operators and Assemblers,2021,November,Both Sexes,18.189
CAR,Plant and Machine Operators and Assemblers,2021,November,Male,18.189
CAR,Plant and Machine Operators and Assemblers,2021,November,Female,0.000
CAR,Plant and Machine Operators and Assemblers,2021,December,Both Sexes,40.555
CAR,Plant and Machine Operators and Assemblers,2021,December,Male,38.875
CAR,Plant and Machine Operators and Assemblers,2021,December,Female,1.681
CAR,Elementary Occupations,2018,January,Both Sexes,201.994
CAR,Elementary Occupations,2018,January,Male,114.344
CAR,Elementary Occupations,2018,January,Female,87.650
CAR,Elementary Occupations,2018,April,Both Sexes,227.397
CAR,Elementary Occupations,2018,April,Male,138.972
CAR,Elementary Occupations,2018,April,Female,88.425
CAR,Elementary Occupations,2018,July,Both Sexes,241.977
CAR,Elementary Occupations,2018,July,Male,149.784
